econ_key_date,member_deal_ids,source_workbooks,n_rows,acquirer,target,completion_date,completion_year,subtype2,subtype3,ctrl_transfer,fin_status,pat_status,deal_event_id,Final_Classification,Classification_Confidence,Innovation_or_Commercial_Asset,Classification_Justification,Eligibility,Exclusion_Reason,InnovationDeal,is_primary_innovation,is_alternative,acquirer_group
stallergenes greer||greer laboratories stallergenes stallergenes greer||2015-09-08,TRT-0029,treatment,1,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,2015-09-08,2015,Merger,,Review - merger,Not collected,Not collected,EVT-E66CFA34,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Stallergenes Greer Ltd
stryker||wright medical||2020-11-11,CTL-0035,control,1,Stryker Corp,Wright Medical Group NV,2020-11-11,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-FD3C5B45,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Stryker Corp
suanfarma||companhia industrial produtora de antibioticos||2016-10-24,CTL-0149,control,1,SuanFarma SA,Companhia Industrial Produtora de Antibioticos SA,2016-10-24,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-10DA7813,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,SuanFarma SA
summit therapeutics||discuva||2017-12-23,CTL-0101,control,1,Summit Therapeutics Inc,Discuva Ltd,2017-12-23,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-CCCD93A7,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Summit Therapeutics Inc
swedbank robur fonder||camurus||2015-12-04,CTL-0186,control,1,Swedbank Robur Fonder AB,Camurus AB,2015-12-04,2015,Acquisition,Minority Acquisition,Exclude - minority,Partial,Not collected,EVT-38D7BC64,Ineligible transaction,High,8.31% minority stake (Camurus),Swedbank Robur acquires an 8.31% minority stake in Camurus. No control transfer. Ineligible.,Ineligible,Sector-scope or minority (see classification),0,0,0,Swedbank Robur Fonder AB
sygnature discovery||alderley oncology||2020-06-03,CTL-0015,control,1,Sygnature Discovery Ltd,Alderley Oncology,2020-06-03,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-75B16DAD,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Sygnature Discovery Ltd
takeda||shire international uc||2019-01-07,CTL-0087,control,1,Takeda Pharmaceutical Co Ltd,Shire Pharmaceuticals International UC,2019-01-07,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-354180E3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Takeda Pharmaceutical Co Ltd
takeda||tigenix||2018-07-31,TRT-0011,treatment,1,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018-07-31,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-8BFF2218,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Takeda Pharmaceutical Co Ltd
tarrex biopharma||aranda||2015-11-03,CTL-0194,control,1,Tarrex Biopharma Ltd,Aranda Pharma Ltd,2015-11-03,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-1DFF8542,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Tarrex Biopharma Ltd
tekni plex||lameplast||2019-07-02,CTL-0047,control,1,Tekni-Plex Inc,Lameplast SpA,2019-07-02,2019,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-B640F68D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Tekni-Plex Inc
telix||atlab||2018-09-11,TRT-0009,treatment,1,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018-09-11,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-1946757E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Telix Pharmaceuticals Ltd
tempest therapeutics||alize||2017-12-20,CTL-0103,control,1,Tempest Therapeutics Inc,Alize Pharma,2017-12-20,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-4BD02EB4,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Tempest Therapeutics Inc
texcell||vivo science||2016-05-02,CTL-0168,control,1,Texcell SA,vivo Science GmbH,2016-05-02,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-D98D3B15,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Texcell SA
the foundation for baltic and east european studies||axelar inactive||2015-03-27,CTL-0222,control,1,The Foundation for Baltic and East European Studies,Axelar AB (Inactive),2015-03-27,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-75D448A5,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,The Foundation for Baltic and East European Studies
the medicines||profibrix||2013-08-05,CTL-0283,control,1,The Medicines Co,ProFibrix BV,2013-08-05,2013,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-F635769F,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,The Medicines Co
thermo fisher scientific||patheon||2017-08-29,CTL-0132,control,1,Thermo Fisher Scientific Inc,Patheon NV,2017-08-29,2017,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-D7305F4C,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Thermo Fisher Scientific Inc
tigenix||coretherapix slu||2015-07-31,TRT-0031,treatment,1,TiGenix NV,Coretherapix SLU,2015-07-31,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-AED1C91A,High-confidence innovation-driven,High,Cardiology cell-therapy pipeline with active clinical trial (Coretherapix),TiGenix acquires Coretherapix to expand its cell-therapy pipeline into cardiology; ongoing clinical trial asset central.,Broader (majority control-transfer),,1,1,0,TiGenix NV
towa||pensa investments s l||2020-01-31,TRT-0002,treatment,1,Towa Pharmaceutical Co Ltd,"Pensa Investments, S.L.",2020-01-31,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-830D4EF9,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Towa Pharmaceutical Co Ltd
travere therapeutics||orphan technologies||2020-11-12,CTL-0007,control,1,Travere Therapeutics Inc,Orphan Technologies Ltd,2020-11-12,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-53D9AED9,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Travere Therapeutics Inc
trinetx llc||custodix||2019-04-02,TRT-0005,treatment,1,TriNetX LLC,Custodix NV,2019-04-02,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-632A21A3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,TriNetX LLC
ucb||handl therapeutics||2020-11-12,CTL-0005,control,1,UCB SA,Handl Therapeutics,2020-11-12,2020,Acquisition,100% Acquisition,Eligible - 100%,Complete,Complete event window — 7/7 years covered,EVT-F32E3250,High-confidence innovation-driven,High,Gene-therapy discovery/development capability (Handl Therapeutics),UCB acquires Handl Therapeutics to accelerate gene-therapy ambition and strengthen discovery/development capabilities. R&D capability central. (Screen false negative: sat in comparison extract.),Strict (100%),,1,1,0,UCB SA
undisclosed||bioarctic||2017-11-06,CTL-0105,control,1,Undisclosed,BioArctic AB,2017-11-06,2017,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-CFB6BB05,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
undisclosed||biodan sciences sl||2016-01-21,CTL-0179,control,1,Undisclosed,BioDan Sciences SL,2016-01-21,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-3C64E2EB,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Undisclosed
undisclosed||biomax||2015-11-13,CTL-0192,control,1,Undisclosed,Biomax SA,2015-11-13,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-227CF5A8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
undisclosed||bosnalijek dd||2016-10-06,CTL-0155,control,1,Undisclosed,Bosnalijek dd,2016-10-06,2016,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-66BF3C44,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
undisclosed||dem ilac san ve tic||2015-03-08,CTL-0224,control,1,Undisclosed,Dem Ilac San ve Tic AS,2015-03-08,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-038B4B81,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
undisclosed||genovis||2019-04-15,CTL-0052,control,1,Undisclosed,Genovis AB,2019-04-15,2019,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-A70207E3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
undisclosed||kibion||2015-04-30,CTL-0218,control,1,Undisclosed,Kibion AB,2015-04-30,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-95447FFB,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Undisclosed
undisclosed||xspray||2017-10-27,CTL-0111,control,1,Undisclosed,Xspray Pharma AB,2017-10-27,2017,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-627D6CE3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Undisclosed
unimedic||miwana||2015-06-09,CTL-0212,control,1,Unimedic AB,Miwana AB,2015-06-09,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-09A71A9A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Unimedic AB
upsher smith laboratories llc||proximagen inactive||2012-08-14,CTL-0302,control,1,Upsher-Smith Laboratories LLC,Proximagen Group Ltd (Inactive),2012-08-14,2012,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-3916D85E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Upsher-Smith Laboratories LLC
usv pvt||juta||2018-03-26,CTL-0096,control,1,USV Pvt Ltd,Juta Pharma GmbH,2018-03-26,2018,Acquisition,100% Acquisition,Eligible - 100%,Partial,Partial event window — 6/7 years covered,EVT-FB4925D1,Alternative-rationale,High,Generic marketing authorisations + German market entry (Juta Pharma),USV acquires Juta Pharma (50+ generic marketing authorisations) for German/European market growth. Generics/geographic.,Strict (100%),,0,0,1,USV Pvt Ltd
vaxart||vaxart vaxart||2018-02-13,CTL-0107,control,1,Vaxart Inc,Vaxart Inc; Vaxart Inc,2018-02-13,2018,Merger,,Review - merger,Complete,Complete event window — 7/7 years covered,EVT-65D701BB,Mixed / borderline,Medium,Oral-vaccine delivery platform via a reverse merger (Aviragen/Vaxart),Aviragen reverse-merges with Vaxart (one-for-eleven reverse split; Vaxart holders own ~60%). Innovation platform on evidence but reverse-merger entity continuity is ambiguous; excluded from strict primary.,"Broader (merger, surviving entity)",,0,0,0,Vaxart Inc
vbc llc||vivabiocell||2015-06-23,CTL-0210,control,1,"VBC Holdings, LLC",VivaBioCell SpA,2015-06-23,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-57D34A29,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,"VBC Holdings, LLC"
vectura||skyepharma vectura||2016-06-10,TRT-0025,treatment,1,Vectura Group Ltd,SkyePharma Ltd; Vectura Group Ltd,2016-06-10,2016,Merger,,Review - merger,Not collected,Not collected,EVT-D66A04CB,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Vectura
vectura||skyepharma||2016-06-10,TRT-0024,treatment,1,Vectura Group Limited,Skyepharma PLC,2016-06-10,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-8CEFCEA5,Mixed / borderline,Medium,Drug-delivery/formulation technology + development capabilities AND scale/commercial (Skyepharma),"Vectura/Skyepharma combine complementary inhaled formulation, development, regulatory and device capabilities to build a specialty commercial airways business. Strong innovation AND scale/commercial framing in a merger of comparable firms.",Strict (100%),,0,0,0,Vectura
vectura||vectura||2014-03-13,CTL-0263;CTL-0264,control,2,Vectura Group Ltd,Vectura GmbH,2014-03-13,2014,Acquisition,100% Acquisition;Majority Acquisition,Eligible - 100%;Review - majority,Complete,Complete event window — 7/7 years covered,EVT-366076A1,High-confidence innovation-driven,High,Smart-nebuliser device platform + late-stage drug-device pipeline (Activaero),Vectura acquires Activaero for late-stage product development and to extend its technology platform into smart-nebuliser drug-device products. Platform + late-stage pipeline central. (Screen false negative.),Strict (100%),,1,1,0,Vectura
veraxa biotech||velabs therapeutics inactive araxa biosciences inactive||2020-12-23,CTL-0002,control,1,VERAXA Biotech GmbH,Velabs Therapeutics GmbH (Inactive); Araxa Biosciences GmbH (Inactive),2020-12-23,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A5696C48,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,VERAXA Biotech GmbH
viatris||meda||2016-08-05,CTL-0177,control,1,Viatris Inc,Meda AB,2016-08-05,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-61AF12F1,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Viatris Inc
vir biotechnology||humabs biomed||2017-10-18,CTL-0114,control,1,Vir Biotechnology Inc,Humabs BioMed SA,2017-10-18,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-585D064B,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Vir Biotechnology Inc
xenetic biosciences||xenetic biosciences uk||2013-12-23,CTL-0276,control,1,Xenetic Biosciences Inc,Xenetic Biosciences (UK) Ltd,2013-12-23,2013,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-F2A3D591,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Xenetic Biosciences Inc
zambon||nigaard||2015-07-14,CTL-0207,control,1,Zambon SpA,Nigaard Pharma AS,2015-07-14,2015,Acquisition,Majority Acquisition,Review - majority,Complete,Complete event window — 7/7 years covered,EVT-4AA783E7,Alternative-rationale,Medium,Licensed respiratory/allergy commercial products (Nigaard),Zambon acquires Nigaard to speed commercialisation of Xadago for Parkinson's. Commercial/licensed products.,Broader (majority control-transfer),,0,0,1,Zambon SpA
zentiva||creo inactive||2019-04-01,CTL-0055,control,1,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019-04-01,2019,Acquisition,100% Acquisition,Eligible - 100%,Partial,Partial event window — 5/7 years covered,EVT-A208BBB7,Alternative-rationale,Medium,Generic/specialist portfolio; growth acceleration (Creo Pharma),Zentiva acquires Creo Pharma to accelerate growth; no specific R&D-asset motive disclosed. Commercial growth.,Strict (100%),,0,0,1,Zentiva
zentiva||labormed||2020-04-07,CTL-0038,control,1,Zentiva Group AS,LaborMed Pharma SA,2020-04-07,2020,Acquisition,100% Acquisition,Eligible - 100%,Partial,Partial event window — 4/7 years covered,EVT-7AADF525,Alternative-rationale,High,Generic-drug portfolio + CEE market access (LaborMed),"Zentiva acquires LaborMed to strengthen CEE position, enter new markets and add OTC/generics competences. Generics/geographic.",Strict (100%),,0,0,1,Zentiva
zogenix inactive||zogenix international||2014-10-27,CTL-0244,control,1,Zogenix Inc (Inactive),Zogenix International Ltd,2014-10-27,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-E3ED03D0,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Zogenix Inc (Inactive)
||angelini alcavis hdc llc||2013-01-01,CTL-0294,control,1,,Angelini Pharma SpA; Alcavis HDC LLC,2013-01-01,2013,Merger,,Review - merger,Not collected,Not collected,EVT-13375587,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||arlenda pharmalex||2017-01-17,CTL-0142,control,1,,Arlenda sa; PharmaLex GmbH,2017-01-17,2017,Merger,,Review - merger,Not collected,Not collected,EVT-3E5A4817,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||biostat solutions pharmalex||2020-09-29,CTL-0010,control,1,,"BIOSTAT SOLUTIONS, INC.; PharmaLex GmbH",2020-09-29,2020,Merger,,Review - merger,Not collected,Not collected,EVT-4D1E6674,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||cato research llc inactive specialized medical services oncology inactive||2019-10-28,CTL-0037,control,1,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019-10-28,2019,Merger,,Review - merger,Not collected,Not collected,EVT-09B68014,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||clinica baviera||2017-08-04,CTL-0128,control,1,,Clinica Baviera SA,2017-08-04,2017,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-C77C8AB1,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,
||complya consulting pharmalex||2017-05-15,CTL-0133,control,1,,Complya Consulting Group; PharmaLex GmbH,2017-05-15,2017,Merger,,Review - merger,Not collected,Not collected,EVT-68B29D73,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||fina biotech sl biofina diagnostics s l||2018-10-04,CTL-0070,control,1,,Fina Biotech SL; Biofina Diagnostics S.L.,2018-10-04,2018,Merger,,Review - merger,Not collected,Not collected,EVT-A8A6466A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||hocoma dih international||2016-09-01,CTL-0153,control,1,,Hocoma Ag; DIH International,2016-09-01,2016,Merger,,Review - merger,Not collected,Not collected,EVT-622B6C2D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||isotechnika aurinia||2013-09-23,CTL-0291,control,1,,"Isotechnika Pharma, Inc.; Aurinia Pharmaceuticals, Inc.",2013-09-23,2013,Merger,,Review - merger,Not collected,Not collected,EVT-43600ABA,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||jacobsen consultancy pharmalex||2016-07-14,CTL-0159,control,1,,Jacobsen Pharma Consultancy AS; PharmaLex GmbH,2016-07-14,2016,Merger,,Review - merger,Not collected,Not collected,EVT-963A2796,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||mosaic biomedicals sl northern biologics||2016-12-19,CTL-0143,control,1,,Mosaic Biomedicals SL; Northern Biologics Inc,2016-12-19,2016,Merger,,Review - merger,Not collected,Not collected,EVT-93315BAF,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||pharmalex mcgee international||2017-08-28,CTL-0125,control,1,,PharmaLex GmbH; McGee Pharma International,2017-08-28,2017,Merger,,Review - merger,Not collected,Not collected,EVT-C0499F04,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
||pharmalex nordic health economics||2017-06-12,CTL-0131,control,1,,PharmaLex GmbH; Nordic Health Economics AB,2017-06-12,2017,Merger,,Review - merger,Not collected,Not collected,EVT-E9C1057A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,
