Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0009,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,c o c farma acquires tubilux pharma,No,No,False,,,2020-10-01,2020-10-01,2020,Completed,C.O.C. Farma Acquires Tubilux Pharma,100% Acquisition,Italy,COC Farmaceutici Srl,coc farmaceutici,Tubilux Pharma SpA,tubilux pharma,,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0010,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmalex merges with biostat solutions,No,No,False,,,2020-09-29,2020-09-29,2020,Completed,Pharmalex Merges with BioStat Solutions,,"Germany , United States",,,"BIOSTAT SOLUTIONS, INC.; PharmaLex GmbH",biostat solutions pharmalex,,,Not collected,Not collected,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0011,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,bayer acquires kandy therapeutics,No,No,False,,,2020-08-11,2020-09-09,2020,Completed,Bayer Acquires KaNDy Therapeutics,100% Acquisition,United Kingdom,Bayer AG,bayer,KaNDy Therapeutics Ltd,kandy therapeutics,875.0,,Not collected,Not collected,Yes,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0012,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,jr holding acquires 16 6 stake in helix immuno oncology,No,No,False,,,2020-06-24,2020-06-24,2020,Completed,JR Holding Acquires 16.6% Stake in Helix Immuno-Oncology,Minority Acquisition,Poland,JRH ASI SA,jrh asi,Helix Immuno-Oncology SA,helix immuno oncology,1.0,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0013,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,kreditanstalt fur wiederaufbau acquires 23 stake in curevac for,No,No,False,,,2020-06-15,2020-08-06,2020,Completed,Kreditanstalt fur Wiederaufbau Acquires 23% Stake in CureVac for USD337.5 Million,Minority Acquisition,Germany,Kreditanstalt fur Wiederaufbau,kreditanstalt fur wiederaufbau,Curevac NV,curevac,337.0,,Not collected,Not collected,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0014,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,bbi group acquires diarect,No,No,False,,,2020-06-03,2020-06-03,2020,Completed,BBI Group Acquires DIARECT,100% Acquisition,Germany,BBI Group Holding Ltd (Inactive),bbi,Diarect AG,diarect,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0015,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sygnature discovery acquires alderley oncology,No,No,False,,,2020-06-03,2020-06-03,2020,Completed,Sygnature Discovery Acquires Alderley Oncology,100% Acquisition,United Kingdom,Sygnature Discovery Ltd,sygnature discovery,Alderley Oncology,alderley oncology,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0016,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,novavax acquires praha vaccines,No,No,False,,,2020-05-27,2020-05-27,2020,Completed,Novavax Acquires Praha Vaccines,100% Acquisition,Czech Republic,Novavax Inc,novavax,Novavax CZ,novavax cz,167.0,,Not collected,Not collected,No,8,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0017,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,serb acquires veriton pharma,No,No,False,,,2020-05-21,2020-05-21,2020,Completed,Serb Acquires Veriton Pharma,100% Acquisition,United Kingdom,Serb SAS,serb,Veriton Pharma Ltd,veriton pharma,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0018,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,mediolanum farmaceutici acquires elsalys biotech,No,No,False,,,2020-05-07,2020-05-07,2020,Completed,Mediolanum Farmaceutici Acquires ElsaLys Biotech,100% Acquisition,France,Mediolanum farmaceutici SpA,mediolanum farmaceutici,Elsalys Biotech SA,elsalys biotech,,,Not collected,Not collected,No,7,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0019,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ascenion and innovationsstarter fonds hamburg acquires shares in provirex,No,No,False,,,2020-04-29,2020-04-29,2020,Completed,Ascenion and Innovationsstarter Fonds Hamburg Acquires Shares in Provirex,100% Acquisition,Germany,Ascenion GmbH; IFB Innovationsstarter GmbH (Innovationsstarter Hamburg GmbH),ascenion ifb innovationsstarter innovationsstarter hamburg,PROVIREX Genome Editing Therapies GmbH,provirex genome editing therapies,,,Not collected,Not collected,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0020,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,asklepios biopharma askbio acquires brainvectis,No,No,False,,,2020-04-22,2020-04-22,2020,Completed,Asklepios BioPharma (AskBio) Acquires BrainVectis,100% Acquisition,France,Asklepios BioPharmaceutical Inc,asklepios biopharmaceutical,Brainvectis SAS,brainvectis,,,Not collected,Not collected,No,6,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0021,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,astellas pharma acquires nanna therapeutics,No,No,False,,,2020-04-21,2020-04-21,2020,Completed,Astellas Pharma Acquires Nanna Therapeutics,100% Acquisition,United Kingdom,Astellas Pharma Europe Ltd,astellas pharma europe,Nanna Therapeutics Ltd,nanna therapeutics,87.0,,Not collected,Not collected,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0022,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,les laboratoires servier acquires symphogen,Yes,No,False,,,2020-04-03,2020-06-04,2020,Completed,Les Laboratoires Servier Acquires Symphogen,100% Acquisition,Denmark,Les Laboratoires Servier SAS,les laboratoires servier,Symphogen A/S,symphogen a s,,,Not collected,Not collected,No,9,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0023,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ovoca bio acquires remaining minority stake in ivix,No,No,False,,,2020-03-24,2020-03-24,2020,Completed,Ovoca Bio Acquires Remaining Minority Stake in IVIX,Minority Acquisition,Russia,Ovoca Bio Plc,ovoca bio,Ivix Ltd,ivix,5.0,,Not collected,Not collected,No,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0024,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,norgine acquires azanta,No,No,False,,,2020-03-24,2020-03-24,2020,Completed,Norgine Acquires Azanta,100% Acquisition,Denmark,Norgine BV,norgine,Azanta A/S,azanta a s,,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0025,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,dermapharm acquires allergopharma from merck,No,No,False,,,2020-02-19,2020-03-31,2020,Completed,Dermapharm Acquires Allergopharma from Merck,100% Acquisition,Germany,Dermapharm Holding SE,dermapharm,Allergopharma GmbH & Co KG,allergopharma kg,,,Not collected,Not collected,Yes,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0026,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,laboratoires equilibre acquires labcatal,No,No,False,,,2020-02-14,2020-02-14,2020,Completed,Laboratoires Equilibre Acquires Labcatal,100% Acquisition,France,Laboratoires Equilibre Attitude,laboratoires equilibre attitude,Labcatal,labcatal,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0027,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,galen acquires poa pharma scandinavia,No,No,False,,,2020-01-08,2020-01-08,2020,Completed,Galen Acquires POA Pharma Scandinavia,100% Acquisition,Sweden,Chilcott UK Ltd,chilcott uk,POA Pharma Scandinavia AB,poa pharma scandinavia ab,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0028,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,esteve pharma acquires riemser pharma from ardian,No,No,False,Acquisition of an established specialty-pharma company (Riemser) from a PE owner (Ardian); commercial/portfolio consolidation -> alternative. Keep control row (Esteve financials); note TRT-0044 held the patent export.,,2020-01-08,2020-02-07,2020,Completed,Esteve Pharma Acquires Riemser Pharma from Ardian,100% Acquisition,Germany,Esteve Pharmaceuticals SA,esteve pharmaceuticals,ESTEVE Pharmaceuticals GmbH,esteve pharmaceuticals,,EUR,Partial,Not imported — source export failed company-alias validation,No,3,1,Text: innovation-leaning,Alternative rationale,Medium (manual overlap resolution),YES - provisional automated classification,True,False,True,True
CTL-0029,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,towa pharma acquires pensa investments,Yes,No,False,,,2019-12-23,2020-01-31,2020,Completed,Towa Pharma Acquires Pensa Investments,100% Acquisition,Spain,Towa Pharmaceutical Co Ltd,towa pharmaceutical,"Pensa Investments, S.L.",pensa investments s l,354.0,,Not collected,Not collected,No,0,4,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0030,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,curium pharma acquires map medical technologies,No,No,False,,,2019-12-02,2019-12-02,2019,Completed,Curium Pharma Acquires MAP Medical Technologies,100% Acquisition,Finland,Curium Holding France SAS,curium france,MAP Medical Technologies Oy,map medical technologies oy,,,Not collected,Not collected,No,1,4,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0031,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biocodex acquires iprad,No,No,False,,,2019-11-18,2020-01-06,2020,Completed,Biocodex Acquires IPRAD,100% Acquisition,France,Biocodex,biocodex,Iprad Sante SA,iprad sante,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0032,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,linnane pharma acquires stake in selectimmune pharma,No,No,False,,,2019-11-08,2019-11-08,2019,Completed,Linnane Pharma Acquires Stake in SelectImmune Pharma,Minority Acquisition,Sweden,Linnane Pharma AB,linnane pharma ab,SelectImmune Pharma AB (Inactive),selectimmune pharma ab,0.0,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0033,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,klaria pharma acquires 100 stake in uppsalagruppen medical,No,No,False,,,2019-11-05,2019-11-05,2019,Completed,Klaria Pharma Acquires 100% Stake in Uppsalagruppen Medical,100% Acquisition,Sweden,Klaria Pharma Holding AB,klaria pharma ab,Uppsalagruppen Medical AB,uppsalagruppen medical ab,,,Not collected,Not collected,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0034,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,klaria pharma merges with karessa pharma,No,No,False,,,2019-11-05,2020-03-06,2020,Completed,Klaria Pharma Merges with Karessa Pharma,,Sweden,Klaria Pharma Holding AB,klaria pharma ab,Karessa Pharma Holding AB (Inactive); Klaria Pharma Holding AB,karessa pharma ab klaria pharma ab,5.0,,Not collected,Not collected,Yes,6,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0035,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,stryker acquires wright medical,No,No,False,,,2019-11-04,2020-11-11,2020,Completed,Stryker Acquires Wright Medical,100% Acquisition,The Netherlands,Stryker Corp,stryker,Wright Medical Group NV,wright medical,5400.0,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0036,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,neopharmed gentili acquires mdm,No,No,False,,,2019-10-31,2019-10-31,2019,Completed,Neopharmed Gentili Acquires MDM,100% Acquisition,Italy,Neopharmed Gentili SpA,neopharmed gentili,MDM SpA,mdm,,,Not collected,Not collected,No,1,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
